origin_id	chr	insert_position	LTR	insert_orientation	count	inserted_gene	refseq_id	gene_id	gene_orientation	exon_intron	nearest_gene	nearest_gene_refseq_id	nearest_gene_id	nearest_gene_orientation	nearest_gene_distance	comment	pubmed_id
PT3_Y0	chr4	39915472	3LTR	+	1	PDS5A	NM_001100399	23244	-	intron8					0		24968937
PT3_Y7.2	chr1	1549332	3LTR	-	1	not found					MIB2			+	1462		24968937
PT1_Y11.4	chr19	52835160	3LTR	+	1	ZNF83	NM_001242538	55769	-	intron5;Flag=Last					0		24968937
PT5_Y14.5	chr11	66984976	3LTR	-	1	KDM2A	NM_012308	22992	+	intron8					0		24968937
PT3_Y7.2	chr12	9905287	3LTR	-	1	CD69	NM_001781	969	-	exon5;Flag=Last					0		24968937
PT1_Y11.4	chr8	38173023	5LTR	-	1	WHSC1L1	NM_023034	54904	-	exon11					0		24968937
PT1_Y11.4	chr20	34295826	3LTR	-	1	RBM39	NR_040722	9584	-	intron14					0		24968937
PT1_Y11.4	chr1	33415169	5LTR	-	1	RNF19B	NM_153341	127544	-	intron2					0		24968937
PT1_Y0.2	chr19	15572384	3LTR	+	1	RASAL3	NM_022904	64926	-	exon3					0		24968937
PT1_Y0.2	chr2	162044337	5LTR	+	1	TANK	NM_004180	10010	+	intron2					0		24968937
PT1_Y11.4	chr10	27428688	5LTR	+	1	YME1L1	NM_001253866	10730	-	intron3					0		24968937
PT1_Y11.4	chr11	59195260	5LTR	+	1	not found					OR5A2	NM_001001954	219981	-	4834		24968937
PT1_Y11.4	chr16	57030648	5LTR	+	2	not found					CETP	NM_000078	1071	+	12892		24968937
PT3_Y0	chr19	7473393	3LTR	-	1	ARHGEF18	NM_015318	23370	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr16	69474136	5LTR	-	1	CYB5B	NM_030579	80777	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr7	24858410	3LTR	+	1	OSBPL3	NM_015550	26031	-	intron17					0		24968937
PT1_Y11.4	chr9	92684321	5LTR	-	1	not found					LOC286370	NR_038882	286370	-	98614		24968937
PT1_Y11.4	chr12	8844917	3LTR	+	1	not found					RIMKLB	NM_020734	57494	+	5600		24968937
PT1_Y0.2	chr5	90673903	3LTR	+	1	ARRDC3	NM_020801	57561	-	intron2					0		24968937
PT4_Y12.2	chr1	167646367	3LTR	-	1	RCSD1	NM_052862	92241	+	intron1;Flag=First					0		24968937
PT1_Y0.2	chr2	86408869	3LTR	+	1	IMMT	NM_001100169	10989	-	intron1;Flag=First					0		24968937
PT1_Y0.2	chr2	69601395	3LTR	+	1	GFPT1	NM_002056	2673	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr10	103680991	3LTR	-	1	C10ORF76	NM_024541	79591	-	intron23					0		24968937
PT1_Y4.8	chr12	14631396	5LTR	-	2	ATF7IP	NM_018179	55729	+	exon12					0		24968937
PT4_Y12.2	chr15	91115730	3LTR	+	1	CRTC3	NM_022769	64784	+	intron2					0		24968937
PT1_Y0.2	chr14	67785089	3LTR	-	1	MPP5	NM_001256550	64398	+	intron11					0		24968937
PT1_Y11.4	chr1	235341884	3LTR	+	1	ARID4B	NM_016374	51742	-	intron20					0		24968937
PT1_Y11.4	chr9	77998955	5LTR	+	1	not found					MIR548H3	NR_031679	100302287	-	119556		24968937
PT3_Y7.2	chr11	65273531	3LTR	+	1	MALAT1	NR_002819	378938	+	exon1;Flag=SingleExo					0		24968937
PT1_Y11.4	chr6	90786243	5LTR	-	1	BACH2	NM_001170794	60468	-	intron3					0		24968937
PT1_Y11.4	chr6	26446751	3LTR	-	1	BTN3A3	NM_006994	10384	+	intron5					0		24968937
PT1_Y0.2	chr3	194139841	3LTR	-	1	ATP13A3	NM_024524	79572	-	intron30					0		24968937
PT1_Y11.4	chr1	31456828	5LTR	-	1	PUM1	NM_001020658	9698	-	intron7					0		24968937
PT1_Y11.4	chr16	68302577	3LTR	-	1	SLC7A6	NM_001076785	9057	+	intron2					0		24968937
PT1_Y11.4	chr3	47981137	5LTR	+	3	MAP4	NM_002375	4134	-	intron3					0		24968937
PT1_Y11.4	chr11	128571108	5LTR	+	1	FLI1	NM_001271012	2313	+	intron1;Flag=First					0		24968937
PT5_Y14.5	chr6	87934079	3LTR	+	1	ZNF292	NM_015021	23036	+	intron4					0		24968937
PT4_Y12.2	chrX	153190624	3LTR	-	1	ARHGAP4	NM_001666	393	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr1	25956268	5LTR	-	1	MAN1C1	NM_020379	57134	+	intron1;Flag=First					0		24968937
PT2_Y12.9	chr7	11179792	3LTR	-	1	PHF14	NR_033436	9678	+	intron16;Flag=Last					0		24968937
PT1_Y11.4	chr1	155812766	5LTR	+	1	GON4L	NM_001037533	54856	-	intron2					0		24968937
PT1_Y11.4	chr22	40838746	5LTR	-	1	MKL1	NM_020831	57591	-	intron4					0		24968937
PT1_Y11.4	chr15	65946301	3LTR	-	1	SLC24A1	NM_004727	9187	+	exon10;Flag=Last					0		24968937
PT1_Y11.4	chr1	224475382	3LTR	+	1	NVL	NM_002533	4931	-	intron14					0		24968937
PT1_Y11.4	chr11	116865420	3LTR	+	1	SIK3	NM_025164	23387	-	intron1;Flag=First					0		24968937
PT3_Y0	chr12	56314112	3LTR	+	1	WIBG	NM_032345	84305	-	intron1;Flag=First					0		24968937
PT3_Y7.2	chr4	36275803	3LTR	+	1	not found					DTHD1	NM_001170700	401124	+	7433		24968937
PT3_Y7.2	chr20	31424525	3LTR	+	1	MAPRE1	NM_012325	22919	+	exon4					0		24968937
PT1_Y11.4	chrX	129374278	3LTR	-	1	ZNF280C	NM_017666	55609	-	intron5					0		24968937
PT1_Y11.4	chr1	236003221	3LTR	-	1	LYST	NM_000081	1130	-	intron1;Flag=First					0		24968937
PT5_Y14.5	chr6	30542833	3LTR	-	1	ABCF1	NM_001090	23	+	intron1;Flag=First					0		24968937
PT3_Y0	chr2	99271855	3LTR	+	1	MGAT4A	NM_012214	11320	-	intron8					0		24968937
PT4_Y12.2	chr3	195099387	3LTR	+	2	ACAP2	NM_012287	23527	-	intron4					0		24968937
PT1_Y11.4	chr12	57902466	3LTR	+	1	MARS	NM_004990	4141	+	intron11					0		24968937
PT3_Y0	chr8	17808696	3LTR	-	1	PCM1	NM_006197	5108	+	intron8					0		24968937
PT4_Y12.2	chr20	35509365	3LTR	+	1	C20ORF118	NM_080628	140711	+	intron4					0		24968937
PT1_Y11.4	chr6	110972532	5LTR	-	1	CDK19	NM_015076	23097	-	intron4					0		24968937
PT1_Y11.4	chr2	28080485	3LTR	+	1	RBKS	NM_022128	64080	-	intron2					0		24968937
PT1_Y11.4	chr19	10838392	3LTR	-	1	DNM2	NM_004945	1785	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr2	70326850	3LTR	+	10	not found					PCBP1	NM_006196	5093	+	10516		24968937
PT1_Y11.4	chr14	32592446	3LTR	+	1	ARHGAP5	NM_001030055	394	+	intron3					0		24968937
PT4_Y12.2	chr8	101961400	3LTR	+	1	YWHAZ	NM_003406	7534	-	intron1;Flag=First					0		24968937
PT3_Y7.2	chr16	31753282	3LTR	+	1	ZNF720	NM_001130913	124411	+	intron3					0		24968937
PT1_Y11.4	chr2	32318743	3LTR	-	1	SPAST	NM_199436	6683	+	intron3					0		24968937
PT1_Y11.4	chr19	39952562	5LTR	-	1	SUPT5H	NM_001111020	6829	+	intron10					0		24968937
PT3_Y0	chr6	33226084	3LTR	+	1	VPS52	NM_022553	6293	-	intron17					0		24968937
PT1_Y11.4	chr13	49037333	5LTR	+	2	RB1	NM_000321	5925	+	intron20					0		24968937
PT4_Y12.2	chr11	65852765	3LTR	+	1	PACS1	NM_018026	55690	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr17	76760576	3LTR	-	1	CYTH1	NM_017456	9267	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr14	64174669	3LTR	-	1	SGPP1	NM_030791	81537	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr19	36570534	3LTR	-	1	WDR62	NM_001083961	284403	+	intron9					0		24968937
PT5_Y14.5	chr17	76750447	3LTR	+	1	CYTH1	NM_017456	9267	-	intron1;Flag=First					0		24968937
PT1_Y0.2	chr6	137069802	5LTR	-	1	MAP3K5	NM_005923	4217	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr6	29866707	3LTR	+	1	not found					AK097625			-	460		24968937
PT1_Y11.4	chr20	5563263	5LTR	+	1	GPCPD1	NM_019593	56261	-	intron6					0		24968937
PT1_Y11.4	chr8	145552800	3LTR	-	1	not found					SCRT1	NM_031309	83482	-	1653		24968937
PT1_Y11.4	chr17	28748473	5LTR	+	1	CPD	NM_001304	1362	+	intron3					0		24968937
PT1_Y11.4	chr9	132776352	5LTR	+	1	FNBP1	NM_015033	23048	-	intron1;Flag=First					0		24968937
PT4_Y12.2	chr12	56430186	3LTR	+	1	IKZF4	NM_022465	64375	+	exon8;Flag=Last					0		24968937
PT1_Y11.4	chr5	80066395	3LTR	+	1	MSH3	NM_002439	4437	+	intron15					0		24968937
PT4_Y12.2	chr12	47747147	3LTR	+	2	not found					PCED1B	NM_138371	91523	+	116704		24968937
PT1_Y11.4	chr20	46183984	5LTR	-	1	NCOA3	NM_006534	8202	+	intron1;Flag=First					0		24968937
PT4_Y12.2	chr1	25242557	3LTR	+	1	RUNX3	NM_001031680	864	-	intron4					0		24968937
PT1_Y11.4	chr19	10317375	5LTR	-	4	not found					DNMT1	NM_001379	1786	-	11620		24968937
PT3_Y7.2	chr17	80432093	3LTR	+	1	NARF	NM_001038618	26502	+	intron5					0		24968937
PT3_Y7.2	chr17	26374745	3LTR	+	1	NLK	NM_016231	51701	+	intron1;Flag=First					0		24968937
PT3_Y7.2	chr17	56223012	3LTR	-	1	not found					OR4D1	NM_012374	26689	+	9502		24968937
PT1_Y11.4	chr1	151387473	3LTR	-	5	POGZ	NM_145796	23126	-	intron8					0		24968937
PT1_Y11.4	chr1	204763731	5LTR	+	1	not found					NFASC	NM_001005389	23114	+	34050		24968937
PT1_Y11.4	chr16	1737202	5LTR	-	1	HN1L	NM_144570	90861	+	intron2					0		24968937
PT5_Y14.5	chr14	65385774	3LTR	-	1	CHURC1	NM_001204063	91612	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr7	139295573	5LTR	-	1	HIPK2	NM_001113239		-	intron8					0		24968937
PT1_Y0.2	chr8	17806298	5LTR	-	1	PCM1	NM_006197	5108	+	intron7					0		24968937
PT1_Y11.4	chr3	182653272	3LTR	+	1	not found					DCUN1D1	NM_020640	54165	-	7286		24968937
PT1_Y11.4	chr17	26372648	5LTR	-	1	NLK	NM_016231	51701	+	intron1;Flag=First					0		24968937
PT1_Y0.2	chr2	174788356	5LTR	+	1	SP3	NM_001172712	6670	-	intron4					0		24968937
PT1_Y11.4	chr19	2155563	5LTR	-	1	not found					AP3D1	NM_003938	8943	-	4007		24968937
PT1_Y11.4	chrX	53721622	5LTR	+	1	not found					HUWE1	NM_031407	10075	-	7925		24968937
PT5_Y14.5	chr12	986844	3LTR	-	1	WNK1	NM_213655	65125	+	intron11					0		24968937
PT3_Y7.2	chr14	91578693	3LTR	+	1	not found					C14orf159			+	1663		24968937
PT1_Y11.4	chr2	64340075	3LTR	+	1	PELI1	NM_020651	57162	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr17	78886736	5LTR	+	2	RPTOR	NM_020761	57521	+	intron21					0		24968937
PT1_Y11.4	chr13	49037328	3LTR	+	1	RB1	NM_000321	5925	+	intron20					0		24968937
PT1_Y11.4	chr2	242265354	3LTR	-	1	SEPT2	NM_001008491	4735	+	intron3					0		24968937
PT1_Y11.4	chr18	8310295	5LTR	-	1	PTPRM	NM_002845	5797	+	intron18					0		24968937
PT1_Y0.2	chr4	79720629	3LTR	+	1	BMP2K	NM_198892	55589	+	intron1;Flag=First					0		24968937
PT4_Y12.2	chr6	45399204	3LTR	-	1	RUNX2	NM_001024630	860	+	intron3					0		24968937
PT1_Y11.4	chr3	128457930	5LTR	-	1	RAB7A	NM_004637	7879	+	intron1;Flag=First					0		24968937
PT4_Y12.2	chr19	15644391	3LTR	-	1	CYP4F22	NM_173483	126410	+	intron4					0		24968937
PT1_Y11.4	chr4	27421755	5LTR	+	1	not found					DQ571874			-	310341		24968937
PT3_Y7.2	chr2	208435693	3LTR	+	1	CREB1	NM_134442	1385	+	intron6					0		24968937
PT1_Y0.2	chr2	159370503	3LTR	+	4	PKP4	NM_003628	8502	+	intron1;Flag=First					0		24968937
PT4_Y12.2	chr19	58708561	3LTR	-	1	ZNF274	NM_016324	10782	+	intron1;Flag=First					0		24968937
PT2_Y12.9	chr16	30632935	3LTR	-	1	not found					ZNF689	NM_138447	115509	-	10839		24968937
PT1_Y11.4	chr6	27682327	5LTR	-	1	not found					LOC100507173	NR_038293	100507173	+	4326		24968937
PT3_Y0	chr17	79511181	3LTR	+	1	C17ORF70	NM_025161	80233	-	intron6					0		24968937
PT1_Y11.4	chr2	32318738	5LTR	-	2	SPAST	NM_199436	6683	+	intron3					0		24968937
PT1_Y11.4	chr1	21384984	3LTR	+	1	EIF4G3	NM_001198801	8672	-	intron3					0		24968937
PT4_Y12.2	chr1	7979076	3LTR	-	1	TNFRSF9	NM_001561	3604	-	exon9;Flag=Last					0		24968937
PT3_Y7.2	chr2	220044215	3LTR	+	1	FAM134A	NM_024293	79137	+	intron2					0		24968937
PT4_Y12.2	chr16	68130894	5LTR	-	3	NFATC3	NM_173165	4775	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr22	41265938	3LTR	+	1	XPNPEP3	NM_022098	63929	+	intron2					0		24968937
PT1_Y11.4	chr2	208589605	5LTR	+	1	CCNYL1	NM_152523	151195	+	intron3					0		24968937
PT1_Y0.2	chr19	49301554	3LTR	-	1	BCAT2	NR_028450	587	-	intron7					0		24968937
PT3_Y7.2	chr9	140155591	5LTR	-	1	COBRA1	NM_015456	25920	+	intron4					0		24968937
PT5_Y14.5	chr17	33947964	3LTR	+	1	AP2B1	NM_001282	163	+	intron5					0		24968937
PT1_Y11.4	chr22	40953670	5LTR	-	1	MKL1	NM_020831	57591	-	intron2					0		24968937
PT1_Y11.4	chr5	142773615	3LTR	+	1	NR3C1	NM_001018074	2908	-	intron2					0		24968937
PT2_Y12.9	chr7	120602370	3LTR	-	1	ING3	NM_019071	54556	+	intron4					0		24968937
PT4_Y12.2	chr21	46342467	3LTR	+	1	ITGB2	NM_001127491	3689	-	intron1;Flag=First					0		24968937
PT1_Y0.2	chr12	57810978	3LTR	-	1	not found					INHBC	NM_005538	3626	+	17564		24968937
PT1_Y0.2	chr4	153449909	3LTR	-	1	FBXW7	NM_033632	55294	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr1	229604369	3LTR	-	1	NUP133	NM_018230	55746	-	intron15					0		24968937
PT1_Y0.2	chr1	160778046	3LTR	+	1	LY9	NM_002348	4063	+	intron2					0		24968937
PT5_Y14.5	chr11	65706151	3LTR	-	1	not found					TSGA10IP	NM_152762	254187	+	6963		24968937
PT1_Y4.8	chr11	71744572	5LTR	-	1	NUMA1	NM_006185	4926	-	intron3					0		24968937
PT3_Y7.2	chr2	197006620	3LTR	-	1	STK17B	NM_004226	9262	-	intron5					0		24968937
PT2_Y12.9	chr3	51482755	3LTR	+	1	VPRBP	NM_014703	9730	-	intron6					0		24968937
PT2_Y12.9	chr19	1258617	3LTR	+	1	MIDN	NM_177401	90007	+	exon8;Flag=Last					0		24968937
PT1_Y11.4	chr19	50103338	3LTR	+	1	PRR12	NM_020719	57479	+	intron5					0		24968937
PT1_Y4.8	chr11	121398660	3LTR	-	1	SORL1	NM_003105	6653	+	intron11					0		24968937
PT5_Y14.5	chr1	18821331	3LTR	+	1	not found					KLHDC7A	NM_152375	127707	+	8791		24968937
PT1_Y11.4	chr22	40527779	5LTR	+	1	TNRC6B	NM_001024843	23112	+	intron3					0		24968937
PT1_Y11.4	chr17	27766736	5LTR	+	1	TAOK1	NM_025142	57551	+	intron1;Flag=First					0		24968937
PT1_Y0.2	chr18	20792219	5LTR	-	1	CABLES1	NM_001256438	91768	+	intron3					0		24968937
PT1_Y11.4	chr9	5029630	3LTR	+	1	JAK2	NM_004972	3717	+	intron3					0		24968937
PT1_Y11.4	chr12	12874089	3LTR	-	1	CDKN1B	NM_004064	1027	+	exon3;Flag=Last					0		24968937
PT1_Y11.4	chr14	95844543	3LTR	+	1	not found					LINC00341	NR_026779	79686	-	29060		24968937
PT1_Y11.4	chr7	107182854	5LTR	+	1	COG5	NM_006348	10466	-	intron5					0		24968937
PT1_Y11.4	chr6	35567457	3LTR	-	1	FKBP5	NM_001145775	2289	-	intron6					0		24968937
PT1_Y0.2	chr19	7497321	3LTR	+	1	ARHGEF18	NM_015318	23370	+	intron1;Flag=First					0		24968937
PT1_Y0.2	chr2	84882440	5LTR	+	1	DNAH6	NM_001370	1768	+	intron35					0		24968937
PT3_Y7.2	chr1	12669246	3LTR	+	1	DHRS3	NM_004753	9249	-	intron1;Flag=First					0		24968937
PT1_Y0.2	chr16	24026618	3LTR	+	2	PRKCB	NM_002738	5579	+	intron3					0		24968937
PT4_Y12.2	chrX	73195236	3LTR	+	1	JPX	NR_024582		+	intron2					0		24968937
PT1_Y11.4	chr4	48613270	3LTR	-	1	FRYL	NM_015030	285527	-	intron7					0		24968937
PT1_Y11.4	chr10	112761673	3LTR	-	1	SHOC2	NM_007373	8036	+	intron4					0		24968937
PT1_Y11.4	chr17	42536355	3LTR	+	1	GPATCH8	NR_036474	23131	-	intron4					0		24968937
PT1_Y0.2	chr17	45468901	3LTR	-	1	EFCAB13	NM_152347	124989	+	exon15					0		24968937
PT4_Y12.2	chr12	12612377	3LTR	+	1	LOH12CR1	NM_058169	118426	+	intron3;Flag=Last					0		24968937
PT4_Y12.2	chr16	84764959	3LTR	+	1	USP10	NM_005153	9100	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr20	56902364	3LTR	+	1	RAB22A	NM_020673	57403	+	intron2					0		24968937
PT1_Y11.4	chr16	3916206	3LTR	+	1	CREBBP	NM_004380	1387	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr14	75606171	3LTR	-	1	TMED10	NM_006827	10972	-	intron3					0		24968937
PT1_Y11.4	chr1	1157598	3LTR	+	1	SDF4	NM_016176	51150	-	intron4					0		24968937
PT1_Y11.4	chr12	57898833	3LTR	+	1	MARS	NM_004990	4141	+	intron11					0		24968937
PT4_Y12.2	chr13	73350565	3LTR	+	1	DIS3	NM_014953	22894	-	intron4					0		24968937
PT1_Y11.4	chr6	32867472	3LTR	+	1	LOC100294145	NR_037177	100294145	+	intron1;Flag=SingleI					0		24968937
PT1_Y11.4	chr19	18268515	3LTR	+	1	PIK3R2	NM_005027	5296	+	intron2					0		24968937
PT3_Y0	chr14	102288207	5LTR	-	1	PPP2R5C	NM_001161725	5527	+	intron3					0		24968937
PT1_Y11.4	chr2	70326855	5LTR	+	3	not found					PCBP1	NM_006196	5093	+	10521		24968937
PT3_Y0	chr17	47709840	3LTR	-	1	SPOP	NM_001007227	8405	-	intron2					0		24968937
PT1_Y11.4	chr16	14304534	3LTR	+	1	MKL2	NM_014048	57496	+	intron4					0		24968937
PT2_Y12.9	chr16	23860008	3LTR	-	1	PRKCB	NM_002738	5579	+	intron2					0		24968937
PT1_Y11.4	chr9	44839980	5LTR	+	1	not found					Y_RNA			+	10240		24968937
PT1_Y0.2	chr17	33836299	3LTR	-	1	not found					DD413671			+	17896		24968937
PT1_Y11.4	chr3	196546399	5LTR	-	1	PAK2	NM_002577	5062	+	intron12					0		24968937
PT1_Y11.4	chr21	38620652	3LTR	+	1	DSCR3	NM_006052	10311	-	intron1;Flag=First					0		24968937
PT3_Y7.2	chr5	175888908	3LTR	-	1	FAF2	NM_014613	23197	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr19	38090178	5LTR	+	1	ZNF540	NM_152606	163255	+	intron2					0		24968937
PT1_Y11.4	chr12	48216328	5LTR	+	1	not found					HDAC7	NM_015401	51564	-	2565		24968937
PT5_Y14.5	chr1	158322490	3LTR	-	1	not found					CD1E			+	763		24968937
PT1_Y11.4	chr10	14761229	3LTR	-	1	FAM107B	NM_031453	83641	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr8	68139972	5LTR	+	1	ARFGEF1	NM_006421	10565	-	intron25					0		24968937
PT1_Y11.4	chr16	69634065	5LTR	+	1	NFAT5	NM_138714	10725	+	intron2					0		24968937
PT1_Y11.4	chr15	39975091	5LTR	-	2	FSIP1	NM_152597	161835	-	intron10					0		24968937
PT1_Y11.4	chr18	72659708	3LTR	+	1	ZNF407	NM_017757	55628	+	intron7;Flag=Last					0		24968937
PT1_Y11.4	chr4	39731056	3LTR	-	1	UBE2K	NM_005339	3093	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr1	150058428	3LTR	-	1	VPS45	NM_007259	11311	+	intron10					0		24968937
PT5_Y14.5	chr11	63990195	3LTR	-	1	FERMT3	NM_178443	83706	+	intron13					0		24968937
PT3_Y7.2	chr1	211981735	3LTR	-	1	LPGAT1	NM_014873	9926	-	intron2					0		24968937
PT1_Y11.4	chr16	14307572	3LTR	+	1	MKL2	NM_014048	57496	+	intron6					0		24968937
PT1_Y11.4	chr3	49716238	5LTR	-	1	APEH	NM_001640	327	+	intron11					0		24968937
PT1_Y4.8	chr7	107182849	3LTR	+	1	COG5	NM_006348	10466	-	intron5					0		24968937
PT1_Y11.4	chr16	14681609	3LTR	-	1	PARN	NM_001134477	5073	-	intron13					0		24968937
PT1_Y11.4	chr8	133795826	5LTR	-	1	PHF20L1	NM_016018	51105	+	intron2					0		24968937
PT4_Y12.2	chr9	139836363	3LTR	+	1	FBXW5	NM_018998	54461	-	intron6					0		24968937
PT1_Y11.4	chr12	56679797	3LTR	+	1	CS	NM_004077	1431	-	exon3					0		24968937
PT1_Y4.8	chr15	41629593	3LTR	-	1	NUSAP1	NM_001243143	51203	+	intron1;Flag=First					0		24968937
PT3_Y7.2	chr1	22072665	3LTR	+	2	USP48	NM_032236	84196	-	intron8					0		24968937
PT1_Y11.4	chr12	112498250	3LTR	+	1	NAA25	NM_024953	80018	-	intron12					0		24968937
PT1_Y11.4	chr9	131673742	3LTR	+	1	LRRC8A	NM_019594	56262	+	intron3;Flag=Last					0		24968937
PT1_Y0.2	chr6	24861526	5LTR	+	1	FAM65B	NM_014722	9750	-	intron7					0		24968937
PT3_Y7.2	chr2	68419981	3LTR	+	1	PPP3R1	NM_000945	5534	-	intron2					0		24968937
PT5_Y14.5	chr12	125456619	3LTR	+	1	DHX37	NM_032656	57647	-	intron7					0		24968937
PT1_Y11.4	chr5	31553953	5LTR	-	1	C5ORF22	NM_018356	55322	+	exon9;Flag=Last					0		24968937
PT1_Y4.8	chr19	18386503	3LTR	-	1	not found					KIAA1683	NM_001145305	80726	-	1184		24968937
PT1_Y11.4	chr7	129586454	3LTR	+	3	UBE2H	NM_003344	7328	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr6	90730830	5LTR	-	1	BACH2	NM_001170794	60468	-	intron3					0		24968937
PT1_Y0.2	chr15	49464553	5LTR	+	1	GALK2	NM_001001556	2585	+	intron1;Flag=First					0		24968937
PT1_Y11.4	chr5	176621515	3LTR	+	2	NSD1	NM_172349	64324	+	intron4					0		24968937
PT1_Y11.4	chr5	50035002	5LTR	-	3	PARP8	NM_001178055	79668	+	intron3					0		24968937
PT1_Y0.2	chr19	50262160	5LTR	+	1	TSKS	NM_021733	60385	-	intron2					0		24968937
PT3_Y7.2	chr4	143619341	3LTR	-	1	INPP4B	NM_003866	8821	-	intron2					0		24968937
PT5_Y14.5	chr12	46151066	3LTR	+	1	ARID2	NM_152641	196528	+	intron3					0		24968937
PT1_Y0.2	chr12	49857510	3LTR	+	1	SPATS2	NM_023071	65244	+	intron3					0		24968937
PT1_Y11.4	chr17	40516545	3LTR	-	1	STAT3	NM_139276	6774	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr6	110261318	3LTR	+	1	not found					GPR6	NM_005284	2830	+	38190		24968937
PT4_Y12.2	chr19	49423780	3LTR	-	1	NUCB1	NM_006184	4924	+	intron10					0		24968937
PT1_Y11.4	chr12	55365350	5LTR	+	4	TESPA1	NM_001136030	9840	-	intron3					0		24968937
PT1_Y11.4	chr7	11184354	3LTR	+	1	PHF14	NR_033436	9678	+	intron16;Flag=Last					0		24968937
PT1_Y11.4	chrX	74679953	5LTR	+	1	ZDHHC15	NM_144969	158866	-	intron3					0		24968937
PT1_Y11.4	chr14	105527459	5LTR	-	1	GPR132	NM_013345	29933	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr14	89834175	3LTR	+	1	FOXN3	NM_001085471	1112	-	intron2					0		24968937
PT1_Y11.4	chr6	90759962	5LTR	-	1	BACH2	NM_001170794	60468	-	intron3					0		24968937
PT1_Y11.4	chr13	49825736	5LTR	+	1	CDADC1	NM_030911	81602	+	intron2					0		24968937
PT1_Y11.4	chr10	94687083	3LTR	-	1	EXOC6	NM_001013848	54536	+	intron8					0		24968937
PT1_Y0.2	chr4	82411700	3LTR	+	1	not found					RASGEF1B	NM_152545	153020	-	18639		24968937
PT1_Y11.4	chr12	112478424	5LTR	+	1	NAA25	NM_024953	80018	-	intron20					0		24968937
PT1_Y11.4	chrUn	140143	5LTR	-	19	not found					JN872556			+	5887		24968937
PT1_Y4.8	chr14	62172337	5LTR	-	1	HIF1A	NM_181054	3091	+	intron1;Flag=First					0		24968937
PT1_Y4.8	chr14	39760983	3LTR	-	1	CTAGE5	NM_203354	4253	+	intron5					0		24968937
PT3_Y7.2	chr1	92282309	3LTR	+	1	TGFBR3	NM_001195684	7049	-	intron3					0		24968937
PT3_Y7.2	chr16	24992612	3LTR	-	1	ARHGAP17	NM_018054	55114	-	intron1;Flag=First					0		24968937
PT5_Y14.5	chr22	40643289	3LTR	-	1	TNRC6B	NM_001024843	23112	+	intron5					0		24968937
PT1_Y11.4	chr17	38018130	3LTR	+	1	IKZF3	NM_012481	22806	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr1	212928395	3LTR	+	1	NSL1	NM_015471	25936	-	intron4					0		24968937
PT1_Y11.4	chr1	8647633	3LTR	-	1	RERE	NM_001042681	473	-	intron4					0		24968937
PT1_Y11.4	chr19	13280015	3LTR	+	1	not found					IER2	NM_004907	9592	+	14297		24968937
PT3_Y7.2	chr12	121673783	3LTR	+	1	not found					CAMKK2	NM_001270486	10645	-	1711		24968937
PT1_Y0.2	chr11	65852444	3LTR	+	1	PACS1	NM_018026	55690	+	intron1;Flag=First					0		24968937
PT1_Y0.2	chr17	40421711	3LTR	+	1	STAT5B	NM_012448	6777	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr1	204763726	3LTR	+	1	not found					NFASC	NM_001005389	23114	+	34055		24968937
PT1_Y11.4	chr5	142773620	5LTR	+	1	NR3C1	NM_001018074	2908	-	intron2					0		24968937
PT1_Y11.4	chr5	94877080	3LTR	+	3	TTC37	NM_014639	9652	-	exon7					0		24968937
PT1_Y11.4	chr5	178246398	5LTR	-	1	not found					AACSP1			-	962		24968937
PT1_Y11.4	chr17	6667842	3LTR	-	1	XAF1	NR_046396	54739	+	intron4					0		24968937
PT5_Y14.5	chr16	88867585	3LTR	-	1	not found					CDT1	NM_030928	81620	+	2600		24968937
PT1_Y11.4	chr1	52329878	5LTR	-	2	NRD1	NM_002525	4898	-	intron1;Flag=First					0		24968937
PT1_Y11.4	chr13	105793254	3LTR	-	1	not found					DAOA-AS1	NR_040247	282706	-	318151		24968937
PT1_Y0.2	chr12	12605917	3LTR	-	2	LOH12CR1	NM_058169	118426	+	intron3;Flag=Last					0		24968937
