info/source_line,landmark,location,ltr,orientation_in_landmark,sample/original_id,sample/pubmed_id,sample/tissue,sample/tissue_url,sample/provirus_activity,environment,source_name
7193,chr2,134283964,3p,F,5O55L:02141:00709,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7194,chr2,134941947,3p,R,5O55L:01360:02124,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7195,chr2,135064595,3p,R,5O55L:01921:01817,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7196,chr2,135146958,3p,R,G13FKHM01APUH0,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7197,chr2,135193575,3p,F,5O55L:00511:00927,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7198,chr2,135611897,3p,R,G13FKHM01APUQ2,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7199,chr2,135682887,3p,R,5O55L:00275:01018,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7200,chr2,135867676,3p,R,5O55L:02174:02400,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7201,chr2,135920767,3p,R,5O55L:01398:00404,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7202,chr2,135921955,3p,R,5O55L:02597:01309,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7203,chr2,135924073,3p,F,5O55L:00064:00055,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7204,chr2,135926645,3p,F,GXIEMIS01BGVUJ,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7205,chr2,135976758,3p,F,G13FKHM01A7DST,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7206,chr2,136160060,3p,R,5O55L:02365:01248,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7207,chr2,136750246,3p,R,G13FKHM01BQTF4,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7208,chr2,137023665,3p,F,ID1F10,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
7209,chr2,137554022,3p,R,G13FKHM01ABGAA,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7210,chr2,138521301,3p,R,5O55L:02358:01461,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7211,chr2,138561173,3p,R,5O55L:02428:01824,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7212,chr2,138881393,3p,R,5O55L:00538:01905,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7213,chr2,139489700,3p,F,ID29E5,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
7214,chr2,140485546,3p,F,GXIEMIS01APQJI,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7215,chr2,140813103,3p,R,G13FKHM01AHUHT,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7216,chr2,141206080,3p,R,IBB5G05,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
7217,chr2,143144409,3p,F,5O55L:00798:01308,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7218,chr2,143175069,3p,F,5O55L:02372:02025,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7219,chr2,143175086,3p,F,5O55L:00686:01283,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7220,chr2,143243391,3p,F,GXIEMIS01ALYT3,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7221,chr2,143313868,3p,R,G13FKHM01A94O1,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7222,chr2,143432940,3p,R,GXIEMIS01BN5RL,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7223,chr2,143451959,3p,F,GXIEMIS01AEIGD,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7224,chr2,143565170,3p,F,G13FKHM01BYMLP,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7225,chr2,143583397,3p,F,GXIEMIS01BF6BJ,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7226,chr2,143684307,5p,R,95__060,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
7227,chr2,143866457,3p,R,5O55L:01177:02539,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7228,chr2,144324017,3p,R,5O55L:02559:01868,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7229,chr2,144464934,5p,F,299__002,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
7230,chr2,145192993,3p,R,GXIEMIS01A85IK,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7231,chr2,147375748,3p,F,G13FKHM01A0SY2,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7232,chr2,148027762,3p,F,G13FKHM01B1B3D,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7233,chr2,148309434,3p,R,G13FKHM01BQTP9,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7234,chr2,148584078,3p,R,G13FKHM01BGF3W,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7235,chr2,149578644,3p,R,5O55L:02130:01009,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7236,chr2,151207861,3p,F,5O55L:01143:01577,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7237,chr2,151468618,3p,R,G13FKHM01BA9JW,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7238,chr2,151482498,3p,F,ID28G3,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
7239,chr2,152127805,3p,R,G13FKHM01BE49W,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7240,chr2,152686720,3p,F,G13FKHM01BV5TG,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7241,chr2,152904331,3p,R,5O55L:01163:01062,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7242,chr2,152922605,3p,F,G13FKHM01AR38U,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7243,chr2,153204278,3p,R,G13FKHM01BL1ZB,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7244,chr2,153551039,3p,F,G13FKHM01BHLX2,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7245,chr2,153657421,3p,R,G13FKHM01A79KH,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7246,chr2,153664498,5p,F,121__081,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
7247,chr2,155770691,3p,R,5O55L:02406:01509,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7248,chr2,155827627,3p,F,G13FKHM01AV9GC,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7249,chr2,156468723,5p,F,HSHY_BN232__001,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
7250,chr2,156562747,5p,F,RSHY_106_165_070,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
7251,chr2,157431544,3p,R,G13FKHM01A9BD0,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7252,chr2,157434676,3p,R,GXIEMIS01BFZYE,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7253,chr2,157559963,3p,R,5O55L:00803:00418,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7254,chr2,157890172,3p,R,5O55L:02466:01607,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7255,chr2,158640491,5p,F,HSHY_BN235__012,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
7256,chr2,159634490,3p,F,5O55L:01837:00786,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7257,chr2,159634504,3p,F,5O55L:01127:02564,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7258,chr2,159963483,3p,R,5O55L:00585:01364,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7259,chr2,160353068,3p,R,G13FKHM01BTVUP,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7260,chr2,160358029,3p,F,5O55L:02432:01900,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7261,chr2,160470356,3p,R,5O55L:00057:00344,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7262,chr2,160497283,3p,R,GXIEMIS01AX9UQ,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7263,chr2,160633169,3p,F,G13FKHM01ASA6G,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7264,chr2,161208306,3p,F,5O55L:02155:02256,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7265,chr2,161231671,3p,R,G13FKHM01BJSPC,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7266,chr2,161692207,3p,R,G13FKHM01B0WGD,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7267,chr2,161975645,3p,R,G13FKHM01A8QQX,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7268,chr2,162304882,5p,F,RSHY_106_191_080,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
7269,chr2,162494920,3p,F,5O55L:00845:01758,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7270,chr2,163864634,3p,R,G13FKHM01BMNXO,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7271,chr2,165030492,3p,R,IBB3G01,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
7272,chr2,165890057,3p,R,5O55L:02209:00947,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7273,chr2,166764220,3p,R,5O55L:01723:01544,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7274,chr2,167576536,3p,R,5O55L:02292:02374,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7275,chr2,167829956,3p,F,G13FKHM01BDI9I,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7276,chr2,167935820,3p,F,5O55L:00783:02171,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7277,chr2,168621375,3p,R,G13FKHM01ARKW0,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7278,chr2,168876764,3p,F,G13FKHM01BZXA6,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7279,chr2,168984278,3p,R,G13FKHM01AHUQU,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7280,chr2,169213648,3p,R,G13FKHM01APUKG,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7281,chr2,169606591,3p,R,G13FKHM01ADV6T,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7282,chr2,169620713,5p,R,79__051,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
7283,chr2,169869708,3p,R,5O55L:00094:00461,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7284,chr2,169874287,3p,R,5O55L:02621:02081,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7285,chr2,169885678,3p,R,GXIEMIS01ADXCZ,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7286,chr2,169896997,3p,F,5O55L:01325:01938,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7287,chr2,171027915,3p,R,G13FKHM01A0871,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7288,chr2,171153359,3p,F,IBB5B07,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
7289,chr2,171581671,3p,F,G13FKHM01AERRF,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7290,chr2,171631916,3p,F,5O55L:01591:00128,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7291,chr2,171724325,3p,R,5O55L:00262:02068,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7292,chr2,171925305,3p,F,5O55L:00529:01094,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7293,chr2,172020607,3p,F,5O55L:02224:01239,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7294,chr2,172024549,3p,F,5O55L:00861:00820,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7295,chr2,172471988,3p,R,5O55L:01093:01860,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7296,chr2,172492445,3p,R,G13FKHM01AP69M,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7297,chr2,174030455,3p,F,5O55L:02015:00830,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7298,chr2,174120722,3p,F,G13FKHM01A94I9,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7299,chr2,174231144,3p,F,5O55L:02439:02594,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7300,chr2,174294549,3p,F,G13FKHM01BMIY0,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7301,chr2,174360915,3p,F,ID29B7,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
7302,chr2,174425913,3p,F,GXIEMIS01A2DVA,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7303,chr2,174441468,3p,F,5O55L:01686:01433,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7304,chr2,174473084,3p,R,5O55L:02131:00795,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7305,chr2,174483220,3p,F,5O55L:01687:00966,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7306,chr2,174562161,3p,R,5O55L:01969:02436,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7307,chr2,174573670,3p,F,G13FKHM01BO4E0,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7308,chr2,174590867,3p,R,5O55L:02070:02726,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7309,chr2,174611103,3p,R,5O55L:01818:02437,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7310,chr2,174631369,3p,F,5O55L:00926:02095,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7311,chr2,174641143,3p,F,5O55L:01186:02544,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7312,chr2,174686328,3p,R,5O55L:01196:00933,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7313,chr2,174719147,3p,F,5O55L:01403:02070,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7314,chr2,174852516,3p,F,G13FKHM01A0J7Y,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7315,chr2,174865134,3p,R,5O55L:02052:02281,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7316,chr2,174912269,3p,R,5O55L:00962:02303,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7317,chr2,175121982,3p,F,5O55L:00453:01190,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7318,chr2,175164653,3p,R,G13FKHM01AHYAV,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7319,chr2,175557056,3p,R,G13FKHM01B1OCO,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7320,chr2,175991717,3p,R,5O55L:02069:00578,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7321,chr2,176267442,3p,F,5O55L:00127:00490,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7322,chr2,177104251,3p,R,5O55L:01994:01085,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7323,chr2,177267709,3p,F,5O55L:01215:01135,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7324,chr2,177276397,3p,R,GXIEMIS01BDMY6,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7325,chr2,177296665,3p,F,5O55L:00947:02603,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7326,chr2,177337134,3p,R,G13FKHM01AVGB3,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7327,chr2,177788301,3p,R,5O55L:01351:01689,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7328,chr2,178115421,3p,F,5O55L:00154:00040,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7329,chr2,178123742,3p,R,5O55L:02367:01387,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7330,chr2,178505517,3p,F,GXIEMIS01BAKUT,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7331,chr2,179112640,3p,R,G13FKHM01BXS77,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7332,chr2,180976365,3p,F,5O55L:01002:00746,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7333,chr2,180987888,3p,R,ID3B2,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
7334,chr2,181039964,3p,F,5O55L:02093:02076,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7335,chr2,181125713,3p,R,IBB6B05,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
7336,chr2,181142760,3p,F,5O55L:02257:01852,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7337,chr2,181149199,3p,F,G13FKHM01BNKO6,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7338,chr2,181151944,3p,R,G13FKHM01BTVV0,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7339,chr2,181260095,3p,R,G13FKHM01BRX6H,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7340,chr2,181287845,3p,F,G13FKHM01AREPY,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7341,chr2,181297292,3p,R,G13FKHM01A1YEH,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7342,chr2,181314963,3p,F,5O55L:01551:00900,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7343,chr2,181447742,3p,R,5O55L:02622:01642,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7344,chr2,181479103,3p,R,GXIEMIS01A886N,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7345,chr2,181516001,3p,R,G13FKHM01AYI0X,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7346,chr2,181962761,3p,F,5O55L:02072:01925,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7347,chr2,184744156,3p,R,5O55L:01204:02232,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7348,chr2,186100406,3p,R,G13FKHM01A61MS,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7349,chr2,186632359,3p,R,5O55L:02052:01329,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7350,chr2,187962824,3p,R,G13FKHM01A8I1D,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7351,chr2,188789891,3p,R,ID9E5,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
7352,chr2,188911479,3p,R,G13FKHM01A9VFQ,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7353,chr2,189278074,3p,F,5O55L:02402:01491,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7354,chr2,189455563,3p,F,5O55L:02235:01846,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7355,chr2,189640003,3p,F,G13FKHM01A91R0,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7356,chr2,189706835,3p,F,ID28G11,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
7357,chr2,189734233,3p,F,G13FKHM01AP4QR,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7358,chr2,189765917,3p,F,G13FKHM01BN6FJ,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7359,chr2,190662269,3p,R,5O55L:02224:01417,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7360,chr2,190874273,3p,R,5O55L:02592:01089,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7361,chr2,190884298,5p,F,RSHY_106_190BN_087,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
7362,chr2,190946601,3p,F,GXIEMIS01AZ95C,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7363,chr2,191010349,3p,R,GXIEMIS01AFWVT,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7364,chr2,191064030,3p,F,IBB5B12,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
7365,chr2,191079309,3p,F,5O55L:02295:00635,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7366,chr2,193483017,3p,F,5O55L:02052:02294,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7367,chr2,194118538,3p,F,G13FKHM01B2WJS,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7368,chr2,195426294,3p,F,ID30A4,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
7369,chr2,195426588,3p,R,5O55L:01522:02104,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7370,chr2,195504082,3p,R,5O55L:00747:00125,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7371,chr2,195550685,5p,F,133__075,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
7372,chr2,195612567,3p,F,5O55L:02558:01414,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7373,chr2,196136442,3p,F,5O55L:02395:02038,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7374,chr2,196145377,3p,R,5O55L:01192:00725,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7375,chr2,196145399,3p,R,5O55L:02528:01393,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7376,chr2,196189795,3p,F,G13FKHM01A5C8M,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7377,chr2,196233423,3p,F,5O55L:02605:01433,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7378,chr2,196269119,3p,F,5O55L:02535:02660,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7379,chr2,196269992,3p,R,G13FKHM01A7Q3T,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7380,chr2,196270105,3p,R,G13FKHM01BI8N5,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7381,chr2,196769771,3p,R,5O55L:02379:02520,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7382,chr2,196842364,3p,F,5O55L:01813:02095,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7383,chr2,196852938,3p,F,5O55L:02635:01768,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7384,chr2,196876055,3p,F,G13FKHM01BBI84,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7385,chr2,196878234,3p,F,G13FKHM01AFE5R,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7386,chr2,197071029,3p,R,G13FKHM01AH7KI,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7387,chr2,197147140,3p,F,5O55L:02303:01267,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7388,chr2,197230303,3p,F,G13FKHM01BM4MG,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7389,chr2,197240496,3p,R,G13FKHM01B2TKK,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7390,chr2,197243151,3p,F,GXIEMIS01ARKXJ,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7391,chr2,197251920,3p,R,5O55L:02324:02197,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7392,chr2,197264983,3p,F,G13FKHM01BP31E,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7393,chr2,197272139,3p,R,G13FKHM01BZYB6,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
