info/source_line,landmark,location,ltr,orientation_in_landmark,sample/original_id,sample/pubmed_id,sample/tissue,sample/tissue_url,sample/provirus_activity,environment,source_name
7432,chr2,207519643,3p,R,G13FKHM01BQSAA,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7433,chr2,208025776,3p,R,5O55L:01801:01031,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7434,chr2,208106596,3p,F,G13FKHM01AOFLK,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7435,chr2,208398735,3p,F,5O55L:01568:01756,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7436,chr2,208463141,3p,F,G13FKHM01ABI9E,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7437,chr2,208580701,3p,R,G13FKHM01BK6KC,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7438,chr2,209124639,3p,F,GXIEMIS01AA671,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7439,chr2,209141670,3p,F,G13FKHM01A5TCP,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7440,chr2,209412232,3p,F,5O55L:00307:00210,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7441,chr2,209582640,3p,F,5O55L:00929:01026,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7442,chr2,213998564,5p,F,RSHY_106BN_106_018,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
7443,chr2,214593114,5p,R,RSHY_106G_36_004,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
7444,chr2,215597809,3p,F,G13FKHM01BCU85,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7445,chr2,216202601,3p,R,5O55L:01318:00336,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7446,chr2,217023564,3p,R,IBB4G09,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
7447,chr2,219089894,3p,R,GXIEMIS01AX2ZU,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7448,chr2,219809338,3p,F,G13FKHM01A8WG1,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7449,chr2,221148310,3p,F,5O55L:00957:01931,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7450,chr2,222424397,3p,F,G13FKHM01BMBTI,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7451,chr2,223644769,3p,F,5O55L:02440:02221,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7452,chr2,223794630,5p,F,294__012,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
7453,chr2,223795997,3p,F,ID6A2,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
7454,chr2,224228995,3p,R,IBB9C10,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
7455,chr2,225345149,3p,R,5O55L:02410:01924,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7456,chr2,225382544,3p,R,G13FKHM01BSMSL,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7457,chr2,225440898,3p,F,GXIEMIS01BD16B,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7458,chr2,225582434,3p,R,G13FKHM01A6RTU,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7459,chr2,226072770,3p,R,G13FKHM01BJ00F,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7460,chr2,227275249,3p,R,G13FKHM01AK4KF,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7461,chr2,227489223,3p,F,GXIEMIS01ALGFH,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7462,chr2,227950394,3p,R,G13FKHM01AGPHP,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7463,chr2,228201583,3p,R,5O55L:01411:02078,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7464,chr2,228362963,3p,R,5O55L:01047:02236,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7465,chr2,229502810,3p,R,5O55L:02178:00742,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7466,chr2,230453585,3p,R,GXIEMIS01AMENJ,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7467,chr2,230673917,3p,R,GXIEMIS01BHH7A,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7468,chr2,230701511,3p,R,GXIEMIS01AFDL5,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7469,chr2,230701693,3p,R,5O55L:02419:02033,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7470,chr2,230707091,3p,F,G13FKHM01A1MEK,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7471,chr2,230730373,3p,R,G13FKHM01BNAEE,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7472,chr2,230779773,3p,F,5O55L:01863:01510,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7473,chr2,231075073,3p,F,G13FKHM01B3MUC,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7474,chr2,231078326,3p,R,G13FKHM01ADP8S,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7475,chr2,231141359,5p,F,129__053,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
7476,chr2,231145542,3p,F,G13FKHM01BBZI2,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7477,chr2,231193257,5p,R,RSHY_106G_120_070,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
7478,chr2,231194864,3p,F,5O55L:01121:02240,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7479,chr2,231304999,3p,F,G13FKHM01ABI2S,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7480,chr2,231319957,3p,R,G13FKHM01A1U85,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7481,chr2,231328698,3p,F,5O55L:02422:01818,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7482,chr2,231334919,3p,R,5O55L:02257:01063,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7483,chr2,231434216,3p,R,G13FKHM01ATVJU,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7484,chr2,231561944,3p,F,5O55L:01187:02429,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7485,chr2,231601077,3p,F,GXIEMIS01A40LV,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7486,chr2,231626360,3p,R,G13FKHM01B0FZ7,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7487,chr2,231631145,3p,R,G13FKHM01A5S19,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7488,chr2,231644583,3p,R,G13FKHM01AO7K2,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7489,chr2,231659402,3p,F,G13FKHM01A1O4Q,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7490,chr2,231971765,3p,R,G13FKHM01A9YMN,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7491,chr2,231987789,3p,R,IBB4D12,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
7492,chr2,231990109,3p,R,5O55L:00194:00829,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7493,chr2,232423685,3p,F,5O55L:02075:02164,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7494,chr2,232510160,3p,R,5O55L:01095:01328,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7495,chr2,232630243,3p,F,G13FKHM01AGJE1,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7496,chr2,232884423,3p,R,5O55L:02030:01727,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7497,chr2,232914108,3p,R,G13FKHM01BHYFM,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7498,chr2,233032560,3p,F,G13FKHM01A3CK4,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7499,chr2,233581313,3p,F,5O55L:02280:02698,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7500,chr2,233609193,5p,F,143__062,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
7501,chr2,233675798,3p,F,G13FKHM01ALPZ1,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7502,chr2,234156481,5p,R,RSHY_106N_50_002,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,inducible,"in vitro",SherrillMix-2013
7503,chr2,234319510,3p,R,5O55L:02291:02676,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7504,chr2,234338858,3p,R,5O55L:02382:01459,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7505,chr2,234339971,3p,R,5O55L:01873:02517,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7506,chr2,235189398,3p,F,5O55L:02110:02016,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7507,chr2,235232456,3p,F,G13FKHM01AZ1EB,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7508,chr2,235248580,3p,F,5O55L:02564:01888,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7509,chr2,235273415,3p,F,GXIEMIS01ABI8P,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7510,chr2,235291947,3p,R,5O55L:02592:02059,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7511,chr2,235350647,3p,R,5O55L:00377:01748,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7512,chr2,235372431,3p,R,G13FKHM01BGLR9,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7513,chr2,235390797,3p,F,GXIEMIS01BPBLV,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7514,chr2,235789953,3p,R,5O55L:00985:01098,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7515,chr2,237903026,3p,R,G13FKHM01BXZSE,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7516,chr2,238910630,3p,R,5O55L:01780:00672,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7517,chr2,238988074,3p,F,5O55L:00979:00056,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7518,chr2,239105319,3p,F,5O55L:02277:01775,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7519,chr2,239351927,3p,F,5O55L:02181:01706,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7520,chr2,239923986,3p,R,5O55L:01125:01510,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7521,chr2,240279879,3p,R,G13FKHM01BQ74N,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7522,chr2,241455409,3p,F,G13FKHM01AFLGI,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7523,chr2,241474085,3p,F,GXIEMIS01AMEKV,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7524,chr2,241484013,3p,R,5O55L:01987:00761,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7525,chr2,242061598,3p,F,GXIEMIS01AU9TP,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7526,chr2,242114180,3p,F,G13FKHM01ASTMS,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7527,chr2,242118771,3p,F,G13FKHM01BDHD8,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7528,chr2,242198233,3p,R,5O55L:02186:00658,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7529,chr2,242251949,3p,F,G13FKHM01BG8DZ,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7530,chr2,242257048,3p,R,5O55L:00917:01375,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7531,chr2,242259147,3p,R,G13FKHM01BYSYR,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7532,chr2,242261844,3p,R,5O55L:02367:01617,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7533,chr2,242276936,3p,R,5O55L:02210:01565,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7534,chr2,242299808,3p,R,G13FKHM01BS2UT,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7535,chr2,242573917,3p,R,G13FKHM01A525W,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7536,chr2,242654008,3p,R,G13FKHM01AWOTB,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7537,chr2,243040129,3p,F,5O55L:01612:02033,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7538,chr2,243052337,3p,F,5O55L:01485:01110,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7539,chr2,243060909,5p,F,RSHY_106G_99_025,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
7540,chr2,243064948,3p,R,5O55L:01468:02547,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7541,chr20,203855,3p,F,G13FKHM01BHIMF,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7542,chr20,213045,3p,R,5O55L:02137:00578,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7543,chr20,221638,3p,F,5O55L:01051:00982,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7544,chr20,402545,3p,F,GXIEMIS01AOSG2,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7545,chr20,420914,5p,F,RSHY_106G_68_089,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
7546,chr20,428519,3p,R,GXIEMIS01BBPMZ,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7547,chr20,429069,3p,R,5O55L:01074:02526,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7548,chr20,471204,3p,R,5O55L:02461:01810,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7549,chr20,484317,3p,R,G13FKHM01BDTU7,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7550,chr20,492102,3p,R,5O55L:02191:01654,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7551,chr20,498808,3p,R,G13FKHM01AR0YB,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7552,chr20,1269200,3p,F,5O55L:01066:01165,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7553,chr20,1338786,3p,F,5O55L:01965:00964,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7554,chr20,1350689,3p,R,GXIEMIS01AELQ3,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7555,chr20,1439105,3p,R,ID6H6,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
7556,chr20,1599290,3p,R,5O55L:01274:00607,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7557,chr20,1636323,3p,R,GXIEMIS01ARLEQ,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7558,chr20,1660199,3p,F,G13FKHM01BP9BP,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7559,chr20,1670468,3p,F,5O55L:02319:01298,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7560,chr20,1733965,3p,R,IBB2A5,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
7561,chr20,1762211,3p,R,G13FKHM01A5TLX,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7562,chr20,1931550,3p,R,G13FKHM01ATDCZ,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7563,chr20,2859907,3p,F,5O55L:00641:01922,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7564,chr20,2866352,3p,F,IBB8E03,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
7565,chr20,2880133,3p,R,ID28A8,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
7566,chr20,2883910,3p,F,ID23G5,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
7567,chr20,2904215,3p,R,5O55L:02281:01602,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7568,chr20,2915864,3p,F,ID30H11,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
7569,chr20,3128388,3p,R,5O55L:01905:01547,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7570,chr20,3134140,3p,F,5O55L:01484:01673,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7571,chr20,3186615,3p,R,G13FKHM01ATMJW,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7572,chr20,3462661,3p,F,5O55L:00547:00798,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7573,chr20,3521497,3p,R,G13FKHM01BXWOO,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7574,chr20,3530643,3p,R,G13FKHM01AMPEY,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7575,chr20,3548536,3p,R,5O55L:02199:01632,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7576,chr20,3589957,3p,R,GXIEMIS01ARK28,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7577,chr20,3856248,3p,R,GXIEMIS01AP4DP,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7578,chr20,3883309,3p,F,5O55L:02386:01015,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7579,chr20,3935214,3p,F,IBB4B02,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
7580,chr20,3941318,3p,R,G13FKHM01BDMH2,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7581,chr20,3953656,3p,F,G13FKHM01BBMH5,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7582,chr20,3957579,3p,F,G13FKHM01BGPKO,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7583,chr20,3958669,3p,R,G13FKHM01AWR2O,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7584,chr20,3963856,3p,F,G13FKHM01AV175,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7585,chr20,5552807,3p,F,5O55L:02525:01140,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7586,chr20,5567417,3p,R,G13FKHM01AR64H,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7587,chr20,5770330,3p,F,5O55L:02332:00804,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7588,chr20,5946216,3p,F,5O55L:00410:01555,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7589,chr20,5971676,3p,F,5O55L:01983:01312,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7590,chr20,8053168,3p,F,5O55L:02580:01711,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7591,chr20,8178298,3p,R,GXIEMIS01AOR8T,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7592,chr20,8435490,3p,F,ID12G11,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
7593,chr20,8626591,3p,F,ID27F7,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
7594,chr20,8783247,3p,F,G13FKHM01BVMFB,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7595,chr20,10519167,3p,R,5O55L:02502:02385,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7596,chr20,10923821,3p,R,G13FKHM01A3LWP,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7597,chr20,11210723,3p,F,G13FKHM01A4KTZ,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7598,chr20,11766725,3p,R,IBB4A04,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,expressed,"in vitro",SherrillMix-2013
7599,chr20,12133903,3p,R,5O55L:01593:01139,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7600,chr20,12170879,3p,R,G13FKHM01BO09O,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7601,chr20,13210165,3p,R,GXIEMIS01AXQW7,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7602,chr20,13513063,3p,R,G13FKHM01AXERN,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7603,chr20,13813158,3p,R,5O55L:01407:00331,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7604,chr20,18737150,3p,R,5O55L:01852:01537,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7605,chr20,20011872,3p,F,5O55L:00155:00211,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7606,chr20,20448021,3p,F,5O55L:02021:02564,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7607,chr20,20805236,3p,R,5O55L:02550:01729,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7608,chr20,21322812,3p,F,ID13G10,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
7609,chr20,21348357,3p,F,GXIEMIS01A0J69,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7610,chr20,21349375,3p,F,5O55L:02190:01743,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7611,chr20,21365849,3p,F,GXIEMIS01A8VMZ,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7612,chr20,22154214,3p,F,G13FKHM01BFT03,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7613,chr20,23370180,3p,R,G13FKHM01BN5QS,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7614,chr20,23871682,3p,F,5O55L:00403:00890,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7615,chr20,24282194,3p,F,GXIEMIS01A22YG,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7616,chr20,24594838,3p,R,5O55L:00501:02282,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7617,chr20,24626513,3p,R,GXIEMIS01A9Q47,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7618,chr20,24750636,3p,R,5O55L:02538:02026,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7619,chr20,25315505,3p,F,5O55L:02347:00888,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7620,chr20,30824851,3p,R,5O55L:02281:01268,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7621,chr20,30886862,3p,F,5O55L:01673:01149,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7622,chr20,30952809,3p,F,G13FKHM01A7HLE,22911005,"Primary active CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7623,chr20,30955733,3p,F,GXIEMIS01A8ME9,22911005,"Primary active CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7624,chr20,30984558,3p,F,5O55L:01432:02679,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7625,chr20,30989635,3p,F,5O55L:00105:00684,23953889,"Primary central memory CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7626,chr20,31008071,3p,F,5O55L:02580:02013,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7627,chr20,31101327,5p,F,RSHY_106G2_7L_061,21430059,"Primary CD4+ T cells (Bcl-2 transduced)",,expressed,"in vitro",SherrillMix-2013
7628,chr20,31414984,3p,R,5O55L:00694:02014,23953889,"Primary central memory CD4+ T cells",,inducible,"in vitro",SherrillMix-2013
7629,chr20,31422933,3p,F,G13FKHM01B3V0G,22911005,"Primary resting CD4+ T cells",,expressed,"in vitro",SherrillMix-2013
7630,chr20,31425676,3p,F,G13FKHM01ARSLJ,22911005,"Primary resting CD4+ T cells",,silent,"in vitro",SherrillMix-2013
7631,chr20,32199456,3p,R,ID6C6,15890899,"Jurkat cells",http://web.expasy.org/cellosaurus/CVCL_0065,inducible,"in vitro",SherrillMix-2013
